name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
minneapolis,2021-09-11,25.7,17.5,21.5,25.7,17.5,21.5,14.1,64.94,0,,0,,0,0,33.5,18.5,142.3,1010.6,22.6,16,270.6,13.6,7,,2021-09-11T06:47:19,2021-09-11T19:30:59,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-09-12,22.1,13.1,17.2,22.1,13.1,17.2,8.3,56.94,0,,0,,0,0,47.9,24,167,1017.1,32.5,16,233.4,11.8,7,,2021-09-12T06:48:30,2021-09-12T19:29:06,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-09-13,24.6,10.6,17.5,24.6,10.6,17.5,11.5,71.29,1.47,,8.33,,0,0,50,19.4,86.3,1014.4,39,15.6,243.5,14,6,,2021-09-13T06:49:42,2021-09-13T19:27:12,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-09-14,21.9,15.5,18.2,21.9,15.5,18.2,12.5,71.04,2.72,,8.33,,0,0,52.2,24.5,286.1,1009.8,75.8,15.6,270.6,15.6,10,,2021-09-14T06:50:53,2021-09-14T19:25:18,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"F0824,KSTP,HPN21,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-09-15,25.1,10.2,18.2,25.1,10.2,18.2,8.3,57.08,0,,0,,0,0,35.3,19.7,163.8,1014.3,19.5,16,365.5,18.4,8,,2021-09-15T06:52:05,2021-09-15T19:23:24,0.34,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-09-16,30.7,18.8,24.6,30.9,18.8,24.7,13.9,51.98,1.17,,12.5,,0,0,67.6,38.6,175,1008.7,42.4,16,346.2,17.4,7,,2021-09-16T06:53:17,2021-09-16T19:21:30,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-09-17,25.2,13.5,18.7,25.2,13.5,18.7,9.9,60.26,7.33,,16.67,,0,0,71.4,30.6,242.5,1017.4,44.7,15.7,285,15.4,8,,2021-09-17T06:54:28,2021-09-17T19:19:35,0.43,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-09-18,25.3,8.9,17.2,25.3,8.9,17.2,8.2,60.44,0,,0,,0,0,46.9,21.6,105.7,1020.4,4.3,15.8,364.6,18.4,7,,2021-09-18T06:55:40,2021-09-18T19:17:41,0.47,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-09-19,31.7,18.9,25.1,32.1,18.9,25.3,16.5,60.9,0,,0,,0,0,59.6,35,167.1,1010.8,21.7,16,379.2,17.7,7,,2021-09-19T06:56:52,2021-09-19T19:15:46,0.49,Partially cloudy,Partly cloudy throughout the day.,wind,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-09-20,25.1,14.1,20.6,25.1,14.1,20.6,16.4,77.63,6.65,,25,,0,0,59.4,28.5,215.1,1005.6,71.3,15.1,57.5,2.7,1,,2021-09-20T06:58:04,2021-09-20T19:13:52,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-09-21,18.9,10.8,14.9,18.9,10.8,14.9,8.6,67.68,0.12,,4.17,,0,0,46.6,26.4,315.8,1021.1,38.8,16,323,15.1,8,,2021-09-21T06:59:16,2021-09-21T19:11:57,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-09-22,20.7,7.4,13.9,20.7,7.4,13.9,6.5,64.64,0,,0,,0,0,,8.5,150.5,1025.3,0,15.9,389.2,18.2,7,,2021-09-22T07:00:28,2021-09-22T19:10:03,0.52,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-09-23,22.5,8.5,15.3,22.5,8.5,15.3,6.9,61.98,0,,0,,0,0,,14.8,105.6,1017.5,5.2,15.9,384.9,18,7,,2021-09-23T07:01:41,2021-09-23T19:08:09,0.53,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-09-24,16.3,10,12.8,16.3,9.6,12.8,7.2,69.54,1.17,,12.5,,0,0,57.2,32.4,217.4,1011.9,38.2,15.8,145.9,6.8,5,,2021-09-24T07:02:53,2021-09-24T19:06:14,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-09-25,20.1,7.4,12.6,20.1,5.7,12.1,2.2,52.21,0,,0,,0,0,35.3,19.8,243.2,1013.5,19.3,16,281.9,13.2,8,,2021-09-25T07:04:06,2021-09-25T19:04:20,0.6,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-09-26,27.1,10.4,17.4,27.1,10.4,17.4,9.7,62,0,,0,,0,0,,10.5,127.3,1006.8,18.5,16,325.8,15.2,8,,2021-09-26T07:05:19,2021-09-26T19:02:27,0.64,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-09-27,24.8,13.5,18.5,24.8,13.5,18.5,11.1,65.74,0,,0,,0,0,31.7,12.6,113.8,1009.7,8.2,15.9,366,17.1,7,,2021-09-27T07:06:32,2021-09-27T19:00:33,0.68,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-09-28,26.9,11.9,18.9,26.9,11.9,18.9,11.4,64.27,0,,0,,0,0,,20.5,131.3,1012.9,4.3,16,334.7,15.7,7,,2021-09-28T07:07:45,2021-09-28T18:58:39,0.73,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-09-29,29.1,15,21.3,29.1,15,21.4,13.5,62.04,0,,0,,0,0,,16.5,129.8,1014.5,23.9,16,257.2,12,6,,2021-09-29T07:08:58,2021-09-29T18:56:46,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-09-30,27.1,16.6,22.3,27.9,16.6,22.4,16.5,70.78,0,,0,,0,0,,14,133.9,1018.3,35.7,16,207.6,9.7,5,,2021-09-30T07:10:12,2021-09-30T18:54:53,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-01,25.7,18,21.9,25.7,18,21.9,16.9,73.82,1.7,,8.33,,0,0,33.5,14.1,164.2,1017.2,62.5,15.3,133.8,7.2,4,,2021-10-01T07:11:26,2021-10-01T18:53:01,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-02,21.4,18.7,19.8,21.4,18.7,19.8,18.3,91.03,4.59,,37.5,,0,0,,14,247.3,1012.4,97.8,13.3,77.1,4.2,5,,2021-10-02T07:12:40,2021-10-02T18:51:09,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"F0824,KSTP,HPN21,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-03,22.1,13.3,17.4,22.1,13.3,17.4,12.7,75.72,0,,0,,0,0,32.6,18.6,304.8,1013.4,47.2,16,349.4,15.1,7,,2021-10-03T07:13:54,2021-10-03T18:49:17,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-04,22.6,10.5,15.7,22.6,10.5,15.7,11.5,78.84,0,,0,,0,0,,11.2,76,1018.9,25.6,12.5,312.8,14.6,6,,2021-10-04T07:15:09,2021-10-04T18:47:26,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-05,24.1,10.4,17.2,24.1,10.4,17.2,12.2,74.93,0,,0,,0,0,,16.3,75,1023.8,17.8,13.8,302.8,14.2,7,,2021-10-05T07:16:24,2021-10-05T18:45:35,1,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-06,23.5,12.8,18.2,23.5,12.8,18.2,13.9,77.21,0,,0,,0,0,,13.4,118.5,1022.9,45.4,15.4,180.3,7.8,4,,2021-10-06T07:17:39,2021-10-06T18:43:44,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-07,21.3,16.7,18.7,21.3,16.7,18.7,14.7,77.46,0,,0,,0,0,31.7,18.6,119.5,1018.8,83.2,16,138,6.5,4,,2021-10-07T07:18:54,2021-10-07T18:41:55,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-08,22.2,17.7,19.3,22.2,17.7,19.3,16.1,82.04,0.06,,4.17,,0,0,,13.4,113.6,1014.3,76.7,14,124.2,5.4,2,,2021-10-08T07:20:10,2021-10-08T18:40:05,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-09,25.8,16.5,20.9,25.8,16.5,20.9,16.1,75.42,0.12,,4.17,,0,0,51.9,25.9,133.4,1007.4,38.9,15.8,206.4,8.9,5,,2021-10-09T07:21:26,2021-10-09T18:38:16,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-10,21.8,13.1,18.5,21.8,13.1,18.5,12.8,70.56,0.12,,4.17,,0,0,59,31.6,200,999.5,67.5,15.5,207.2,8.9,7,,2021-10-10T07:22:42,2021-10-10T18:36:28,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-11,21,9.8,15.1,21,9.8,15.1,8.1,65.17,0,,0,,0,0,42.5,16.6,218.6,1005.2,42,16,301,13,6,,2021-10-11T07:23:59,2021-10-11T18:34:41,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-12,17.9,14,15.7,17.9,14,15.7,11.7,77.41,0,,0,,0,0,,15.6,245.2,1012.8,93,16,118.4,5.1,3,,2021-10-12T07:25:16,2021-10-12T18:32:54,0.21,Overcast,Cloudy skies throughout the day.,cloudy,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-13,17.4,12.4,15.1,17.4,12.4,15.1,11.5,80.76,0.51,,20.83,,0,0,72.8,37,121.6,1005.7,62.1,15.1,67.5,3.2,2,,2021-10-13T07:26:33,2021-10-13T18:31:08,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-14,13.4,8.4,10.4,13.4,5.8,9.1,3.8,63.84,0,,0,,0,0,57.7,33.2,244.3,1008.7,77.8,16,113.3,4.9,3,,2021-10-14T07:27:50,2021-10-14T18:29:23,0.33,Partially cloudy,Partly cloudy throughout the day.,wind,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-15,11.9,5.5,8.3,11.9,3.9,7,2.7,68.81,0.13,,4.17,,0,0,52.5,29.5,257.8,1013.8,58.8,16,240.8,10.4,6,,2021-10-15T07:29:08,2021-10-15T18:27:39,0.37,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-16,16.9,4.1,10,16.9,1.6,8.8,1.1,57.79,0,,0,,0,0,44.7,24.9,281.3,1017,1.7,16,302.8,13.1,6,,2021-10-16T07:30:26,2021-10-16T18:25:55,0.42,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-17,20,3.3,11.1,20,3.3,11.1,2.8,61.05,0,,0,,0,0,,11.6,147.6,1019.3,0.2,15.7,311.1,13.4,6,,2021-10-17T07:31:45,2021-10-17T18:24:12,0.45,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-18,25.9,6.6,15.3,25.9,5.7,15.1,4.3,52.72,0,,0,,0,0,39.1,22.7,137.9,1014.8,2.4,16,298.3,12.9,6,,2021-10-18T07:33:03,2021-10-18T18:22:31,0.48,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-19,23.5,8.8,16,23.5,8.8,16,6.8,56.18,0,,0,,0,0,,14.1,117.3,1012.9,19.5,16,283.2,12.2,6,,2021-10-19T07:34:22,2021-10-19T18:20:50,0.49,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-20,14.5,9.8,12.2,14.5,7,12.1,9.2,82.25,14.17,,45.83,,0,0,49.4,24.5,59.1,1012.4,68.3,14.5,49.9,2.5,3,,2021-10-20T07:35:42,2021-10-20T18:19:10,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-21,10.1,3.4,7.5,10.1,2.2,4.8,1.9,69.85,2.58,,20.83,,0,0,51.8,28,287.3,1017.4,62.8,15.3,189.3,9.5,6,,2021-10-21T07:37:01,2021-10-21T18:17:31,0.51,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"F0824,KSTP,HPN21,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-22,9.9,0.4,4.8,9.5,0.4,4.2,-1.2,67.02,0,,0,,0,0,,15.6,175.2,1019.5,45.8,16,241.8,10.4,5,,2021-10-22T07:38:21,2021-10-22T18:15:53,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-23,11,-0.8,4.6,11,-0.8,4.5,-1.5,66.8,0,,0,,0,0,,11.2,106.9,1018.6,7.6,16,313.8,12.4,6,,2021-10-23T07:39:42,2021-10-23T18:14:17,0.54,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-24,9.6,2.5,6.2,7.4,-0.4,4,-0.6,62.63,0,,0,,0,0,48.5,21.9,63.5,1015.9,40.7,15.8,115.9,4.6,2,,2021-10-24T07:41:02,2021-10-24T18:12:41,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-25,11.5,2.1,6.6,11.5,-0.3,4.9,-1,60.46,0,,0,,0,0,38.9,19.5,55.8,1020.6,21.9,16,319.7,12.7,6,,2021-10-25T07:42:23,2021-10-25T18:11:07,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-26,13.7,3.5,8.3,13.7,1.6,7.2,0.1,57.98,0,,0,,0,0,58.7,29.9,115.7,1017.3,34.6,16,254.5,10.1,5,,2021-10-26T07:43:44,2021-10-26T18:09:34,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-27,11.7,9.1,10.4,11.7,5.4,9.2,3.8,63.6,1.45,,8.33,,0,0,60.5,29.5,124.8,1009.7,100,15.7,37,1.9,1,,2021-10-27T07:45:05,2021-10-27T18:08:02,0.69,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-28,9.3,8,8.6,7.6,5.7,6.8,6.9,89,18.82,,83.33,,0,0,33.5,19.3,152.1,1009.2,100,12.3,40.8,1.6,1,,2021-10-28T07:46:27,2021-10-28T18:06:31,0.74,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-29,14.5,5.5,9.9,14.5,4.3,8.5,5,73.06,0,,0,,0,0,44.9,23.4,197.4,1013.8,34.6,16,289.1,11.4,5,,2021-10-29T07:47:49,2021-10-29T18:05:02,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-30,14.3,1.3,7.5,14.3,1.3,7.1,3.2,76.24,0,,0,,0,0,49.4,24.9,150,1010.5,24.1,13.9,273.5,10.8,5,,2021-10-30T07:49:11,2021-10-30T18:03:34,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-10-31,9.1,2.5,5.9,5.4,-1,2.4,-1.6,59.44,0,,0,,0,0,55.1,34.2,302.2,1019.3,43,16,220.9,8.7,6,,2021-10-31T07:50:33,2021-10-31T18:02:08,0.88,Partially cloudy,Becoming cloudy in the afternoon.,wind,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-11-01,5.5,0.7,3.5,1.6,-2.8,-0.1,-3.3,62.03,0,,0,,0,0,47,23.8,279.6,1025.5,83.8,16,105.7,4.2,4,,2021-11-01T07:51:55,2021-11-01T18:00:43,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-11-02,5.6,-0.4,2.8,2.7,-4.8,-0.4,-5.1,57.14,0,,0,,0,0,38.9,19.7,277.6,1029.1,61.2,16,184.5,7.3,5,,2021-11-02T07:53:18,2021-11-02T17:59:19,0.96,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-11-03,7.2,0.2,3.2,5.6,-1.4,2.3,-4.8,57.2,0,,0,,0,0,25.9,11.5,150,1028,72.2,16,247.8,9.8,6,,2021-11-03T07:54:40,2021-11-03T17:57:57,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-11-04,11,-1.9,4,11,-3.3,3.1,-0.8,71.94,0,,0,,0,0,29.5,17.8,142.5,1022.6,17.3,15.5,234.8,9.3,5,,2021-11-04T07:56:03,2021-11-04T17:56:37,1,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-11-05,15.5,3.9,9.4,15.5,0.3,7.7,2.9,65.42,0,,0,,0,0,66.4,38.3,170.7,1015.3,17.6,16,195.3,7.7,4,,2021-11-05T07:57:26,2021-11-05T17:55:18,0,Clear,Clear conditions throughout the day.,wind,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-11-06,19.6,7.2,11.9,19.6,4.9,11.3,3.7,59.71,0,,0,,0,0,41.9,17.9,209.9,1014.1,7.7,16,237.7,10.3,5,,2021-11-06T07:58:49,2021-11-06T17:54:01,0.02,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-11-07,15.8,6.9,10.5,15.8,5.5,10,6.7,77.4,0,,0,,0,0,,17,148.8,1012.2,21.8,15.4,136,5.4,3,,2021-11-07T07:00:11,2021-11-07T16:52:46,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-11-08,13.5,5.5,9.2,13.5,4.1,8.6,1.5,62.46,0,,0,,0,0,33.5,21.9,304.2,1020.3,39.5,14.1,115.7,4.6,2,,2021-11-08T07:01:34,2021-11-08T16:51:32,0.09,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-11-09,13.4,-1,5.5,13.4,-1,5.5,-3.1,57.39,0,,0,,0,0,,11.9,162.9,1024.7,15,16,207.4,8.2,5,,2021-11-09T07:02:57,2021-11-09T16:50:20,0.14,Clear,Clear conditions throughout the day.,clear-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-11-10,12.1,1.1,6.3,12.1,0.7,4.8,-0.2,65.14,6.72,,29.17,,0,0,56.1,26.1,104,1014,66.5,14.2,73.7,4,2,,2021-11-10T07:04:20,2021-11-10T16:49:10,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-11-11,6.7,1.9,4.5,6.4,-2.1,0.7,1.2,79.57,10.96,,45.83,,0,0,65.8,36,246.2,998.5,100,13.9,31.6,1.6,1,,2021-11-11T07:05:42,2021-11-11T16:48:02,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-11-12,4.1,1,2.2,-0.2,-4.1,-2.4,-0.7,81.32,1.49,,29.17,,0,0,53.8,30.2,308.5,1005,99.7,14.7,46.9,2.4,1,,2021-11-12T07:07:04,2021-11-12T16:46:56,0.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-11-13,1,-1,0.1,-1.9,-6.1,-4.1,-3.7,76.11,0.84,,16.67,,1.58,1.58,35.3,21.9,267.4,1013.1,100,12.7,52.6,2.3,1,,2021-11-13T07:08:26,2021-11-13T16:45:52,0.35,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-11-14,1.3,-1.1,-0.3,-2.6,-7.4,-5.1,-5.2,70.2,0.03,,4.17,,1.32,2.9,49.4,32,314.8,1014.2,98.5,16,78.2,3.7,2,,2021-11-14T07:09:48,2021-11-14T16:44:50,0.4,"Snow, Overcast",Cloudy skies throughout the day with early morning snow.,snow,"F0824,KSTP,HPN21,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-11-15,1.9,-2.1,-0.4,-1.3,-5.2,-3.3,-5.1,70.53,0,,0,,0.99,2.9,,15.6,123.4,1018,74.7,16,103.6,4.1,2,,2021-11-15T07:11:10,2021-11-15T16:43:49,0.43,Partially cloudy,Partly cloudy throughout the day.,snow,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-11-16,7.1,-0.7,2.9,5,-6.4,-1,-1.4,73.38,0,,0,,0.37,1.35,73,37.2,151.9,1007.4,48.3,16,110.5,4.4,3,,2021-11-16T07:12:31,2021-11-16T16:42:51,0.46,Partially cloudy,Partly cloudy throughout the day.,snow,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-11-17,5.4,-0.5,3,2.4,-6.6,-1.9,-4.6,58.18,0,,0,,0,0.33,70.4,37.1,276.3,1012.1,67.4,15.7,145.1,5.2,4,,2021-11-17T07:13:52,2021-11-17T16:41:55,0.48,Partially cloudy,Becoming cloudy in the afternoon.,wind,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-11-18,0.2,-5.5,-1.6,-5.5,-8.9,-7.4,-8.1,61.59,0,,0,,0,0,61.3,36.3,296.7,1023.3,76.1,15.2,76.2,3,2,,2021-11-18T07:15:12,2021-11-18T16:41:01,0.5,Partially cloudy,Partly cloudy throughout the day.,wind,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-11-19,5,-6.8,-0.8,0.4,-10.5,-5,-7.1,63.87,0,,0,,0,0,54,26.9,146.7,1023.5,24.7,16,116.1,4.6,3,,2021-11-19T07:16:32,2021-11-19T16:40:10,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-11-20,7,-1,2.3,4.4,-2.8,0.9,-5.1,58.91,0,,0,,0,0,,17.6,210,1018.9,37.2,16,183.8,6.6,4,,2021-11-20T07:17:51,2021-11-20T16:39:20,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-11-21,3.5,-6.3,-0.9,-0.7,-12.5,-5.9,-8.9,55.68,0,,0,,0,0,82.2,45,248.3,1021.5,37.5,16,179.7,7.1,4,,2021-11-21T07:19:09,2021-11-21T16:38:33,0.52,Partially cloudy,Clearing in the afternoon.,wind,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
minneapolis,2021-11-22,-1.1,-8.2,-4.3,-1.6,-12.6,-7.9,-12.1,55.53,0,,0,,0,0,,15.2,229.7,1023.9,58.7,16,94.1,3.7,2,,2021-11-22T07:20:27,2021-11-22T16:37:48,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F0824,KSTP,72658414927,HPN21,72657594960,72658014922,KMSP,KMIC"
